dep,catr,homme,part_indemne,part_tue,part_blesse_hospi,part_blesse_leger
30,9,1,0,0,0.6666666666666666,0.3333333333333333
06,6,1,0,0,1,0
85,4,0,0.02247191011235955,0.02247191011235955,0.6179775280898876,0.33707865168539325
25,2,0,0,0,0.6666666666666666,0.3333333333333333
70,3,1,0.03333333333333333,0.1,0.5888888888888889,0.2777777777777778
71,4,1,0.031746031746031744,0.0873015873015873,0.49206349206349204,0.3888888888888889
03,4,1,0.09859154929577464,0.056338028169014086,0.4084507042253521,0.43661971830985913
87,4,1,0.04864864864864865,0.016216216216216217,0.22702702702702704,0.7081081081081081
56,9,1,0.04602510460251046,0.008368200836820083,0.08786610878661087,0.8577405857740585
39,3,0,0,0.11764705882352941,0.7058823529411765,0.17647058823529413
78,3,0,0.018867924528301886,0.018867924528301886,0.4339622641509434,0.5283018867924528
38,2,0,0,0.2,0.3,0.5
45,4,1,0.061068702290076333,0.022900763358778626,0.2480916030534351,0.6679389312977099
05,3,1,0.023809523809523808,0.05952380952380952,0.5952380952380952,0.32142857142857145
9,3,1,0,0,0.8571428571428571,0.14285714285714285
02,4,1,0.031914893617021274,0.05319148936170213,0.5638297872340425,0.35106382978723405
03,3,1,0.019801980198019802,0.09900990099009901,0.5841584158415841,0.297029702970297
59,3,0,0,0.06542056074766354,0.48598130841121495,0.4485981308411215
16,4,1,0.08333333333333333,0.027777777777777776,0.5833333333333334,0.3055555555555556
82,3,1,0.015873015873015872,0.23809523809523808,0.5873015873015873,0.15873015873015872
14,4,1,0.07303370786516854,0.02247191011235955,0.43820224719101125,0.46629213483146065
65,3,1,0.04838709677419355,0.06451612903225806,0.5483870967741935,0.3387096774193548
52,4,1,0.11475409836065574,0.03278688524590164,0.32786885245901637,0.5245901639344263
11,3,1,0.04132231404958678,0.1322314049586777,0.5702479338842975,0.256198347107438
36,2,1,0,0.25,0.5,0.25
13,4,1,0.06818181818181818,0.010101010101010102,0.28914141414141414,0.6325757575757576
59,3,1,0.02823529411764706,0.09647058823529411,0.5694117647058824,0.3058823529411765
88,2,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
33,3,1,0.02631578947368421,0.09398496240601503,0.6616541353383458,0.21804511278195488
70,3,0,0,0.09523809523809523,0.7619047619047619,0.14285714285714285
50,3,0,0.01639344262295082,0.08196721311475409,0.36065573770491804,0.5409836065573771
86,3,1,0.03636363636363636,0.13636363636363635,0.4909090909090909,0.33636363636363636
12,3,0,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.16666666666666666
27,2,1,0,0.2222222222222222,0.5555555555555556,0.2222222222222222
76,5,1,0,0.125,0.375,0.5
78,2,0,0,0,0.42857142857142855,0.5714285714285714
86,2,0,0,0,0,1
95,4,1,0.053125,0.009375,0.25,0.6875
30,3,1,0.03773584905660377,0.07075471698113207,0.5990566037735849,0.29245283018867924
30,2,1,0,0.05128205128205128,0.48717948717948717,0.46153846153846156
38,1,1,0,0.25,0.25,0.5
13,4,0,0.024691358024691357,0,0.2345679012345679,0.7407407407407407
07,3,1,0.05737704918032787,0.1721311475409836,0.6229508196721312,0.14754098360655737
54,7,1,0,0,0,1
42,4,1,0.04892966360856269,0.012232415902140673,0.3577981651376147,0.581039755351682
29,9,0,0.13333333333333333,0,0.2,0.6666666666666666
93,9,0,0,0,0.5384615384615384,0.46153846153846156
04,2,1,0,0,0.8571428571428571,0.14285714285714285
89,3,0,0.10526315789473684,0.15789473684210525,0.42105263157894735,0.3157894736842105
52,4,0,0,0,0.391304347826087,0.6086956521739131
21,4,0,0.011764705882352941,0.011764705882352941,0.24705882352941178,0.7294117647058823
78,1,1,0,0,0.3333333333333333,0.6666666666666666
75,3,1,0.07142857142857142,0,0.07142857142857142,0.8571428571428571
08,4,1,0.06060606060606061,0.12121212121212122,0.6666666666666666,0.15151515151515152
80,4,1,0.08307692307692308,0.027692307692307693,0.12615384615384614,0.7630769230769231
60,3,0,0.07692307692307693,0.038461538461538464,0.46153846153846156,0.4230769230769231
45,3,0,0,0.02631578947368421,0.5263157894736842,0.4473684210526316
34,6,0,0,0,0.6666666666666666,0.3333333333333333
73,3,1,0.02336448598130841,0.08878504672897196,0.6869158878504673,0.20093457943925233
4,3,1,0,0,0.2222222222222222,0.7777777777777778
62,3,0,0.03278688524590164,0.06557377049180328,0.5901639344262295,0.3114754098360656
62,2,1,0,0.07142857142857142,0.6428571428571429,0.2857142857142857
57,9,1,0.09090909090909091,0,0.45454545454545453,0.45454545454545453
15,3,0,0,0.1,0.8,0.1
66,3,0,0,0.09090909090909091,0.7272727272727273,0.18181818181818182
34,3,0,0.0392156862745098,0,0.5294117647058824,0.43137254901960786
75,5,1,0,0,0.3333333333333333,0.6666666666666666
24,4,0,0.1,0.1,0.3,0.5
76,6,1,0,0,0.375,0.625
43,9,1,0.4,0,0.4,0.2
58,3,0,0,0.06666666666666667,0.8666666666666667,0.06666666666666667
09,3,1,0,0.09433962264150944,0.6981132075471698,0.20754716981132076
45,2,1,0,0.1875,0.1875,0.625
34,9,0,0,0,0.09090909090909091,0.9090909090909091
29,9,1,0.058823529411764705,0,0.1323529411764706,0.8088235294117647
46,4,1,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.42857142857142855
33,5,1,0,0,0.2857142857142857,0.7142857142857143
10,2,1,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.09090909090909091
35,2,0,0,0,0.3333333333333333,0.6666666666666666
74,3,1,0.04590163934426229,0.09180327868852459,0.6196721311475409,0.24262295081967214
95,3,0,0.023809523809523808,0.07142857142857142,0.35714285714285715,0.5476190476190477
72,3,0,0,0.041666666666666664,0.6666666666666666,0.2916666666666667
69,9,1,0.27906976744186046,0.023255813953488372,0.37209302325581395,0.32558139534883723
29,3,0,0.02040816326530612,0.061224489795918366,0.6326530612244898,0.2857142857142857
77,4,1,0.03587443946188341,0.03587443946188341,0.5560538116591929,0.3721973094170404
15,4,1,0.0625,0.0625,0.5625,0.3125
81,4,1,0.04081632653061224,0.14285714285714285,0.5510204081632653,0.2653061224489796
1,3,1,0,0,0.4444444444444444,0.5555555555555556
30,3,0,0,0.075,0.55,0.375
56,3,1,0.008771929824561403,0.12280701754385964,0.5701754385964912,0.2982456140350877
41,3,0,0.030303030303030304,0.18181818181818182,0.45454545454545453,0.3333333333333333
32,2,0,0,0,1,0
77,3,1,0.02181818181818182,0.12363636363636364,0.5527272727272727,0.3018181818181818
43,3,0,0,0,0.7272727272727273,0.2727272727272727
89,9,1,0,0,0.75,0.25
64,2,0,0.045454545454545456,0.045454545454545456,0.22727272727272727,0.6818181818181818
01,3,1,0.01834862385321101,0.13302752293577982,0.5458715596330275,0.30275229357798167
76,4,0,0.014705882352941176,0.029411764705882353,0.19117647058823528,0.7647058823529411
34,2,1,0.11538461538461539,0.07692307692307693,0.5384615384615384,0.2692307692307692
53,4,0,0,0,0.6,0.4
59,2,0,0,0,0.8571428571428571,0.14285714285714285
18,6,1,0.5,0,0,0.5
64,9,0,0,0,0.25,0.75
53,4,1,0.03389830508474576,0.11864406779661017,0.5254237288135594,0.3220338983050847
72,9,0,0.025,0,0.325,0.65
33,6,1,0,0.14285714285714285,0,0.8571428571428571
72,3,1,0.014598540145985401,0.08759124087591241,0.6204379562043796,0.2773722627737226
76,2,1,0,0,0.5238095238095238,0.47619047619047616
19,4,0,0.03333333333333333,0,0.3,0.6666666666666666
80,3,0,0,0.038461538461538464,0.5384615384615384,0.4230769230769231
57,3,0,0,0,0.5,0.5
40,4,0,0.038461538461538464,0,0.8461538461538461,0.11538461538461539
92,2,1,0.03773584905660377,0.018867924528301886,0.1320754716981132,0.8113207547169812
15,3,1,0.11475409836065574,0.11475409836065574,0.5737704918032787,0.19672131147540983
33,4,1,0.08877086494688922,0.015174506828528073,0.23672230652503792,0.6593323216995448
22,4,1,0.06880733944954129,0.06880733944954129,0.42201834862385323,0.44036697247706424
44,9,1,0.038461538461538464,0.038461538461538464,0.5384615384615384,0.38461538461538464
13,7,1,0,0.08333333333333333,0.25,0.6666666666666666
1,4,0,0,0,0.5,0.5
10,3,0,0,0.08695652173913043,0.6521739130434783,0.2608695652173913
31,7,1,0,0.25,0.5,0.25
83,4,0,0.031746031746031744,0.015873015873015872,0.5714285714285714,0.38095238095238093
24,4,1,0.019230769230769232,0.07692307692307693,0.6153846153846154,0.28846153846153844
67,9,1,0.32653061224489793,0.04081632653061224,0.22448979591836735,0.40816326530612246
69,4,0,0.057755775577557754,0.0033003300330033004,0.20132013201320131,0.7376237623762376
78,2,1,0,0.1875,0.25,0.5625
02,3,0,0.06666666666666667,0.06666666666666667,0.6,0.26666666666666666
78,9,0,0.25,0,0.25,0.5
2,3,1,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.2222222222222222
43,3,1,0.11864406779661017,0.13559322033898305,0.6779661016949152,0.06779661016949153
89,2,0,0,0,0.5,0.5
69,3,0,0.02,0.02,0.6,0.36
47,4,0,0.03571428571428571,0,0.7142857142857143,0.25
65,4,0,0.017241379310344827,0,0.25862068965517243,0.7241379310344828
07,2,1,0.08333333333333333,0,0.5833333333333334,0.3333333333333333
49,3,0,0.047619047619047616,0.14285714285714285,0.5,0.30952380952380953
59,4,0,0.011764705882352941,0.009411764705882352,0.3952941176470588,0.5835294117647059
87,4,0,0,0,0.08333333333333333,0.9166666666666666
34,7,1,0.16666666666666666,0.16666666666666666,0.6666666666666666,0
69,7,0,0,0,0,1
91,3,1,0.01824817518248175,0.05474452554744526,0.33211678832116787,0.5948905109489051
84,4,1,0.046511627906976744,0.046511627906976744,0.46511627906976744,0.4418604651162791
90,3,1,0.05,0.0875,0.3125,0.55
19,3,1,0.03225806451612903,0.12903225806451613,0.5967741935483871,0.24193548387096775
11,4,0,0.05,0,0.125,0.825
47,3,1,0.0546875,0.1328125,0.546875,0.265625
74,4,1,0.08411214953271028,0.02336448598130841,0.48598130841121495,0.40654205607476634
07,4,1,0.05,0.075,0.625,0.25
28,2,1,0,0.2,0.6,0.2
95,4,0,0.041666666666666664,0.013888888888888888,0.20833333333333334,0.7361111111111112
22,2,1,0,0,0.6666666666666666,0.3333333333333333
31,3,0,0.046153846153846156,0.046153846153846156,0.49230769230769234,0.4153846153846154
40,4,1,0.05357142857142857,0.07142857142857142,0.6785714285714286,0.19642857142857142
29,4,0,0.029411764705882353,0.014705882352941176,0.3382352941176471,0.6176470588235294
34,4,1,0.07736943907156674,0.013539651837524178,0.29980657640232106,0.6092843326885881
57,4,0,0.038461538461538464,0,0.40384615384615385,0.5576923076923077
93,3,1,0.06198347107438017,0.004132231404958678,0.49586776859504134,0.4380165289256198
27,3,1,0.02666666666666667,0.11333333333333333,0.5866666666666667,0.2733333333333333
55,9,1,0.14285714285714285,0,0.8571428571428571,0
69,9,0,0.1111111111111111,0,0.2222222222222222,0.6666666666666666
94,3,1,0.08899297423887588,0.0117096018735363,0.14285714285714285,0.7564402810304449
54,9,0,0,0,0.5,0.5
4,4,1,0,0,0.3333333333333333,0.6666666666666666
01,9,1,0,0.1,0.5,0.4
07,3,0,0.041666666666666664,0.08333333333333333,0.5416666666666666,0.3333333333333333
26,3,0,0.02040816326530612,0.08163265306122448,0.5102040816326531,0.3877551020408163
85,3,0,0,0.11538461538461539,0.6923076923076923,0.19230769230769232
28,4,1,0.0380952380952381,0.02857142857142857,0.3142857142857143,0.6190476190476191
31,2,1,0,0.11764705882352941,0.5294117647058824,0.35294117647058826
38,3,0,0.020202020202020204,0.12121212121212122,0.45454545454545453,0.40404040404040403
25,4,0,0.08,0.013333333333333334,0.29333333333333333,0.6133333333333333
85,9,0,0,0,0.4,0.6
17,3,0,0.01282051282051282,0.14102564102564102,0.5512820512820513,0.2948717948717949
13,2,1,0.020833333333333332,0.041666666666666664,0.3958333333333333,0.5416666666666666
54,9,1,0,0.125,0.375,0.5
60,6,1,0.3333333333333333,0,0.3333333333333333,0.3333333333333333
47,2,1,0,0.09090909090909091,0.5454545454545454,0.36363636363636365
11,7,1,0,0,1,0
94,9,1,0.20512820512820512,0,0.2564102564102564,0.5384615384615384
35,4,1,0.06868131868131869,0.017857142857142856,0.2087912087912088,0.7046703296703297
32,4,0,0,0.16666666666666666,0.3333333333333333,0.5
59,2,1,0,0.06451612903225806,0.4838709677419355,0.45161290322580644
81,3,0,0.06666666666666667,0.13333333333333333,0.4666666666666667,0.3333333333333333
51,3,1,0.05405405405405406,0.23423423423423423,0.5225225225225225,0.1891891891891892
51,3,0,0.034482758620689655,0.27586206896551724,0.4482758620689655,0.2413793103448276
86,3,0,0.03225806451612903,0.0967741935483871,0.4838709677419355,0.3870967741935484
73,3,0,0.025,0.075,0.675,0.225
87,3,1,0.033707865168539325,0.0898876404494382,0.5393258426966292,0.33707865168539325
55,4,1,0.08571428571428572,0,0.4857142857142857,0.42857142857142855
91,9,1,0.23809523809523808,0.047619047619047616,0.3333333333333333,0.38095238095238093
26,4,1,0.044642857142857144,0.044642857142857144,0.3482142857142857,0.5625
28,4,0,0,0,0.38461538461538464,0.6153846153846154
27,4,1,0.041666666666666664,0.008333333333333333,0.35833333333333334,0.5916666666666667
17,6,1,0,0,0.2857142857142857,0.7142857142857143
43,2,0,0,0,0,1
14,3,1,0.046875,0.09375,0.4921875,0.3671875
