com,Part_grave,age_moyen,Part_homme,mod_mois,mod_jour,Part_surf_degradee,Part_lum_degradee,Part_atm_degradee,Part_agglo,Part_secu,mod_int,mod_int,mod_col,mod_catr,circ,mod_plan,mod_situ,mod_trajet,mod_choc
14478,100.0,31.333333333333332,33.33333333333333,juin,lundi,0.0,0.0,0.0,100.0,100.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
14530,50.0,33.5,50.0,septembre,samedi,25.0,0.0,50.0,0.0,100.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
14554,33.33333333333333,64.66666666666667,100.0,mars,mercredi,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière gauche
14582,100.0,68.0,100.0,octobre,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur accotement,Promenade - loisirs,Arrière
14637,100.0,63.0,100.0,juin,jeudi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,En courbe à droite,Sur accotement,Promenade - loisirs,Avant
14654,80.0,67.8,100.0,octobre,jeudi,40.0,0.0,40.0,60.0,80.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
14659,100.0,10.0,100.0,avril,jeudi,0.0,0.0,0.0,100.0,0.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
14676,100.0,8.0,100.0,janvier,mercredi,0.0,100.0,0.0,100.0,100.0,Place,Place,Deux véhicules - par l'arrière,Voie communale,Non renseigné,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté droit
14680,100.0,58.0,100.0,mars,mardi,0.0,0.0,0.0,0.0,100.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
14691,0.0,56.0,100.0,octobre,lundi,0.0,0.0,0.0,100.0,0.0,Giratoire,Giratoire,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
14701,0.0,57.0,100.0,juin,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur chaussée,Promenade - loisirs,Côté gauche
14715,20.0,40.9,80.0,octobre,dimanche,20.0,30.0,20.0,90.0,100.0,Hors intersection,Hors intersection,Autre collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
14724,100.0,55.0,0.0,mars,mercredi,0.0,0.0,0.0,0.0,50.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
14758,100.0,23.0,0.0,octobre,vendredi,0.0,0.0,100.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Voie communale,Bidirectionnelle,Partie rectiligne,Sur accotement,Domicile - travail,Avant
15005,100.0,62.0,100.0,septembre,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
15006,33.33333333333333,61.333333333333336,100.0,juillet,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Côté gauche
15012,100.0,40.0,100.0,juin,vendredi,0.0,0.0,33.33333333333333,33.33333333333333,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
15014,57.14285714285714,43.357142857142854,92.85714285714286,septembre,mercredi,7.142857142857142,14.285714285714285,0.0,92.85714285714286,100.0,Hors intersection,Hors intersection,Autre collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
15127,100.0,16.0,100.0,juillet,jeudi,0.0,0.0,0.0,100.0,100.0,Intersection en T,Intersection en T,Deux véhicules - par le côté,Route nationale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
15153,66.66666666666666,45.333333333333336,33.33333333333333,juillet,vendredi,0.0,0.0,0.0,66.66666666666666,100.0,Autre intersection,Autre intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
15248,100.0,62.0,0.0,septembre,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
15258,100.0,53.5,100.0,septembre,vendredi,50.0,0.0,0.0,50.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,En courbe à droite,Autre,Promenade - loisirs,Aucun
16003,100.0,64.0,100.0,aout,mercredi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
16027,0.0,57.5,100.0,fevrier,mardi,0.0,0.0,0.0,0.0,100.0,Intersection en X,Intersection en X,Trois véhicules et plus - collisions multiples,Route départementale,Non renseigné,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
16044,100.0,67.0,100.0,fevrier,samedi,100.0,0.0,100.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
16097,50.0,25.0,100.0,septembre,jeudi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Avant
16166,100.0,88.0,100.0,septembre,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Arrière gauche
16244,100.0,15.0,100.0,octobre,samedi,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
16271,50.0,54.0,100.0,aout,vendredi,0.0,0.0,0.0,50.0,100.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
16388,100.0,43.0,100.0,mai,samedi,0.0,0.0,0.0,0.0,100.0,Intersection en T,Intersection en T,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
16389,100.0,9.0,100.0,juin,mercredi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
17004,100.0,30.0,100.0,juillet,dimanche,0.0,100.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Arrière droit
17021,100.0,80.0,100.0,juin,vendredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
17024,100.0,22.0,100.0,septembre,vendredi,0.0,50.0,0.0,100.0,50.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière gauche
17041,100.0,60.0,100.0,fevrier,vendredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
17058,50.0,38.5,100.0,mai,samedi,50.0,0.0,50.0,50.0,100.0,Autre intersection,Autre intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
17106,100.0,38.0,0.0,aout,mercredi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
17164,100.0,37.5,100.0,octobre,mercredi,0.0,0.0,50.0,0.0,50.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
17168,100.0,61.0,100.0,mai,lundi,100.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Sans collision,Voie communale,A chaussée séparées,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
17179,100.0,14.0,100.0,fevrier,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
17189,100.0,41.5,100.0,aout,vendredi,50.0,0.0,0.0,50.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
17220,100.0,61.0,0.0,octobre,dimanche,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
17256,100.0,83.0,100.0,mars,mardi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
17274,41.66666666666667,37.416666666666664,91.66666666666666,mai,vendredi,0.0,0.0,0.0,91.66666666666666,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
17283,100.0,68.0,100.0,aout,lundi,0.0,0.0,0.0,50.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
17296,66.66666666666666,57.333333333333336,66.66666666666666,juillet,jeudi,0.0,0.0,100.0,0.0,100.0,Hors intersection,Hors intersection,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
17313,100.0,70.0,100.0,juillet,vendredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
17375,100.0,69.0,100.0,juillet,samedi,100.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Voie communale,Non renseigné,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
17380,20.833333333333336,52.291666666666664,66.66666666666666,aout,vendredi,4.166666666666666,16.666666666666664,0.0,83.33333333333334,95.83333333333334,Hors intersection,Hors intersection,Autre collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
17403,50.0,22.5,100.0,septembre,jeudi,0.0,0.0,0.0,0.0,50.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Arrière
17421,50.0,41.5,50.0,juin,mercredi,0.0,0.0,0.0,100.0,50.0,Autre intersection,Autre intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
17461,11.11111111111111,45.111111111111114,100.0,aout,mercredi,0.0,11.11111111111111,0.0,88.88888888888889,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
17466,100.0,54.5,100.0,juin,lundi,0.0,0.0,0.0,50.0,50.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Domicile - travail,Côté droit
18008,100.0,56.0,100.0,aout,samedi,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
18028,100.0,79.0,100.0,avril,mercredi,0.0,100.0,100.0,100.0,100.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
18057,50.0,13.5,100.0,mai,samedi,0.0,0.0,0.0,100.0,0.0,Intersection en X,Intersection en X,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
18058,100.0,74.0,0.0,mai,lundi,0.0,0.0,0.0,100.0,100.0,Intersection en T,Intersection en T,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Côté droit
18063,100.0,37.0,100.0,aout,vendredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière gauche
18138,100.0,45.0,100.0,juin,samedi,0.0,0.0,0.0,33.33333333333333,100.0,Intersection en T,Intersection en T,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Côté gauche
18179,100.0,56.0,100.0,avril,lundi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
18211,100.0,57.0,100.0,avril,lundi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Autre collision,Voie communale,Non renseigné,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
18223,100.0,36.0,100.0,fevrier,mercredi,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route nationale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
18258,100.0,67.0,100.0,aout,dimanche,0.0,0.0,0.0,0.0,100.0,Intersection en T,Intersection en T,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière gauche
18276,100.0,56.0,100.0,mai,lundi,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
18281,100.0,48.0,66.66666666666666,juin,lundi,33.33333333333333,33.33333333333333,0.0,33.33333333333333,66.66666666666666,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
19058,100.0,44.0,100.0,juin,mardi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur accotement,Promenade - loisirs,Avant
19250,100.0,61.0,100.0,aout,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant droit
19274,100.0,50.25,75.0,mars,samedi,25.0,0.0,25.0,25.0,75.0,Intersection en T,Intersection en T,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
19289,0.0,25.0,100.0,mars,jeudi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Voie communale,A chaussée séparées,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
2058,100.0,7.0,100.0,aout,mercredi,0.0,0.0,0.0,100.0,0.0,Autre intersection,Autre intersection,Deux véhicules - frontale,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
2090,100.0,10.0,0.0,mai,mercredi,0.0,0.0,0.0,0.0,100.0,Intersection en Y,Intersection en Y,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,null,Sur chaussée,Promenade - loisirs,Côté droit
21021,0.0,67.5,100.0,septembre,mercredi,0.0,0.0,0.0,50.0,100.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,A sens unique,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
21060,66.66666666666666,36.333333333333336,100.0,mars,jeudi,0.0,0.0,0.0,66.66666666666666,33.33333333333333,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
2110,100.0,15.0,100.0,octobre,jeudi,0.0,0.0,0.0,100.0,100.0,Intersection en X,Intersection en X,Deux véhicules - frontale,Voie communale,null,null,null,Domicile - école,Côté gauche
21107,100.0,67.0,100.0,aout,jeudi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur piste cyclable,Promenade - loisirs,Arrière
21209,100.0,56.0,0.0,mai,jeudi,0.0,0.0,0.0,100.0,0.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Domicile - travail,Avant
21259,100.0,80.0,100.0,juillet,vendredi,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
21268,100.0,62.0,100.0,fevrier,jeudi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant droit
21387,100.0,50.0,0.0,mai,jeudi,100.0,0.0,100.0,0.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
21408,87.5,46.375,87.5,octobre,vendredi,12.5,25.0,12.5,62.5,75.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
21515,33.33333333333333,41.5,83.33333333333334,juillet,samedi,16.666666666666664,16.666666666666664,50.0,50.0,50.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Côté gauche
21532,0.0,40.0,100.0,juin,jeudi,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Côté gauche
21534,50.0,66.0,100.0,mai,lundi,0.0,0.0,50.0,0.0,50.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Côté gauche
21540,66.66666666666666,38.0,100.0,septembre,vendredi,0.0,0.0,0.0,33.33333333333333,66.66666666666666,Hors intersection,Hors intersection,Deux véhicules - frontale,Voie communale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Côté gauche
21565,100.0,59.0,100.0,avril,samedi,0.0,0.0,0.0,100.0,100.0,Intersection en Y,Intersection en Y,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
